﻿Type dépense;Mission;Numéro programme;Programme;Code action (si crédit budgétaire);Action (si crédit budgétaire);Affectataire (si taxe affectée);Impôt (si dépense fiscale);Code dépense;Libellé;Atténuation climat;Adaptation climat;Eau;Déchets;Pollutions;Biodiversité;Cotation globale;% 2024 (si différent de 100);% 2025 (si différent de 100);% 2026 (si différent de 100);Catégorie générale;"Exécution 2024
(CP)";"LFI 2025
(CP)
(ou prévision 2025 si dépense fiscale)";"PLF 2026
(CP)
(ou prévision 2026 si dépense fiscale)";"Dépenses fiscales : "" ε "" montant inférieur à 0,5 M€, "" nc "" montant non calculé en prévision 2026"
Crédits budgétaires;Travail, emploi et administration des ministères sociaux;155;Soutien des ministères sociaux;155-12;Etudes, statistiques évaluation et recherche;;;155-12;Etudes, statistiques évaluation et recherche;0;0;0;0;0;0;Neutre;;;;Politiques de l'emploi;5298566.57;;;
Crédits budgétaires;Travail, emploi et administration des ministères sociaux;155;Soutien des ministères sociaux;155-22;Personnels mettant en œuvre les politiques d'amélioration de la qualité de l'emploi et des relations du travail;;;155-22;Personnels mettant en œuvre les politiques d'amélioration de la qualité de l'emploi et des relations du travail;0;0;0;0;0;0;Neutre;;;;Politiques de l'emploi;;369762010.0;372830299.0;
Crédits budgétaires;Monde combattant, mémoire et liens avec la Nation;169;Liens entre la Nation et son armée;169-07;Actions en faveur des rapatriés;;;169-07;Actions en faveur des rapatriés;0;0;0;0;0;0;Neutre;;;;Régalien;109694301.0;123532530.0;118219010.0;
Crédits budgétaires;Défense;178;Préparation et emploi des forces;178-04;Préparation des forces aériennes;;;178-04-11;Infrastructures aériennes;0;0;0;0;0;0;Neutre;;;;Régalien;148519669.07;131584409.0;135732523.0;
Crédits budgétaires;Sécurités;207;Sécurité et éducation routières;207-02;Démarches interministérielles et communication;;;207-02;Démarches interministérielles et communication;;;;;;;NC;;;;Non coté - autres;40836944.43000001;48657755.0;48657755.0;
Crédits budgétaires;Défense;212;Soutien de la politique de la défense;212-11;Pilotage, soutien et communication;;;212-11;Pilotage, soutien et communication;0;0;0;0;0;0;Neutre;;;;Régalien;363486497.0;399995455.0;391350982.0;
Crédits budgétaires;Défense;212;Soutien de la politique de la défense;212-50;"Recherche et exploitation du renseignement intéressant la sécurité de la France - Personnel travaillant  pour le programme ""Environnement et prospective de la politique de défense""";;;212-50-02;Renseignement de sécurité et de défense;0;0;0;0;0;0;Neutre;;;;Régalien;142447762.73;149078946.0;144108368.0;
Crédits budgétaires;Défense;212;Soutien de la politique de la défense;212-56;"Préparation des forces navales - Personnel travaillant pour le programme ""Préparation et emploi des forces""";;;212-56-02;Rémunérations des ouvriers de l'Etat de la DCNS;0;0;0;0;0;0;Neutre;;;;Régalien;-2196763.09;;;
Crédits budgétaires;Défense;212;Soutien de la politique de la défense;212-59;"Surcoûts liés aux opérations - Personnel travaillant pour le programme ""Préparation et emploi des forces""";;;212-59-02;Surcoûts liés aux opérations intérieures;0;0;0;0;0;0;Neutre;;;;Régalien;101104672.44;50000000.0;60000000.0;
Crédits budgétaires;Défense;212;Soutien de la politique de la défense;212-66;Rayonnement et contribution extérieure;;;212-66-04;Pilotage, soutien et communication - Présidence de la République;0;0;0;0;0;0;Neutre;;;;Régalien;1157599.56;;;
Crédits budgétaires;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;217-16;Personnels oeuvrant pour la politique de la prévention des risques;;;217-16;Personnels oeuvrant pour la politique de la prévention des risques;0;2;2;2;2;2;Favorable;;;;Autres;214193012.35000002;207481894.0;211672762.0;
Crédits budgétaires;Solidarité, insertion et égalité des chances;304;Inclusion sociale et protection des personnes;304-11;Prime d'activité et autres dispositifs;;;304-11;Prime d'activité et autres dispositifs;0;0;0;0;0;0;Neutre;;;;Transferts sociaux, politiques sociales et de santé;12680061258.0;12375055237.0;11298037432.0;
Crédits budgétaires;Solidarité, insertion et égalité des chances;304;Inclusion sociale et protection des personnes;304-16;Protection juridique des majeurs;;;304-16;Protection juridique des majeurs;0;0;0;0;0;0;Neutre;;;;Transferts sociaux, politiques sociales et de santé;853751369.5799999;893155262.0;911177901.0;
Crédits budgétaires;Solidarité, insertion et égalité des chances;304;Inclusion sociale et protection des personnes;304-19;Stratégie interministérielle de Prévention et de Lutte contre la Pauvreté des Enfants et des Jeunes;;;304-19;Stratégie interministérielle de Prévention et de Lutte contre la Pauvreté des Enfants et des Jeunes;0;0;0;0;0;0;Neutre;;;;Transferts sociaux, politiques sociales et de santé;12397334.58;;;
Crédits budgétaires;Écologie, développement et mobilité durables;345;Service public de l'énergie;345-09;Soutien aux énergies renouvelables électriques en métropole continentale;;;345-09-03;Métropole continentale - Solaire photovoltaïque au sol;3;2;0;2;2;0;Favorable;;;;Énergie;18781229.832342617;73042266.99911314;109348898.3058157;
Crédits budgétaires;Transformation et fonction publiques;349;Transformation publique;349-01;Fonds pour la transformation de l'action publique;;;349-01;Fonds pour la transformation de l'action publique;;;;;;;NC;;;;Non coté - autres;152678624.09;79157640.0;20000000.0;
Crédits budgétaires;Sport, jeunesse et vie associative;350;Jeux olympiques et paralympiques 2024;350-02;Comité d'organisation des jeux olympiques et paralympiques;;;350-02;Comité d'organisation des jeux olympiques et paralympiques;0;0;0;0;0;0;Neutre;;;;Neutre - autres;59900000.0;;;
Crédits budgétaires;Culture;361;Transmission des savoirs et démocratisation de la culture;361-02;Soutien à la démocratisation et à l'éducation artistique et culturelle;;;361-02;Soutien à la démocratisation et à l'éducation artistique et culturelle;0;0;0;0;0;0;Neutre;;;;Neutre - autres;411921724.37;314223040.0;273426182.0;
Crédits budgétaires;Plan de relance;363;Compétitivité;363-01;Financement des entreprises;;;363-01;Financement des entreprises;0;0;0;0;0;0;Neutre;;;;Plan de relance;65640088.059999995;;;
Crédits budgétaires;Plan de relance;363;Compétitivité;363-06;Commandes militaires;;;363-06;Commandes militaires;0;0;0;0;0;0;Neutre;;;;Plan de relance;6903335.19;;;
Crédits budgétaires;Investir pour la France de 2030;422;Valorisation de la recherche;422-03;Démonstrateurs et territoires d'innovation de grande ambition;;;422-03;Démonstrateurs et territoires d'innovation de grande ambition - CDC favorable;3;3;3;3;3;3;Favorable;;0.21739130434782608;;Industrie;25000000.0;25000000.0;;
Crédits budgétaires;Investir pour la France de 2030;424;Financement des investissements stratégiques;424-05;Accélération de la croissance (fonds propres);;;424-05;Accélération de la croissance - AIS (loyer Agence d'innovation en santé);0;0;0;0;0;0;Neutre;;0.00037037037037037035;0.0009492187756940897;Neutre - autres;;300000.0;413445.0;
Crédits budgétaires;Avances à l'audiovisuel public;847;TV5 Monde;847-01;TV5 Monde;;;847-01;TV5 Monde;0;0;0;0;0;0;Neutre;;;;Neutre - autres;83826220.0;84242456.0;84242456.0;
Crédits budgétaires;Justice;107;Administration pénitentiaire;FDC/ADP;Fonds de concours et attributions de produits;;;FDC/ADP;Fonds de concours et attributions de produits;0;0;0;0;0;0;Neutre;;;;Régalien;-2675081.67;;;
Crédits budgétaires;Sécurités;207;Sécurité et éducation routières;FDC/ADP;Fonds de concours et attributions de produits;;;FDC/ADP;Fonds de concours et attributions de produits;0;0;0;0;0;0;Neutre;;;;Régalien;-550900.36;;;
Crédits budgétaires;Relations avec les collectivités territoriales;119;Concours financiers aux collectivités territoriales et à leurs groupements;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;;;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;0;0;0;0;0;0;Neutre;;;;Neutre - autres;640678.0;;;
Crédits budgétaires;Sport, jeunesse et vie associative;219;Sport;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;;;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;0;0;0;0;0;0;Neutre;;;;Neutre - autres;-6545.0;;;
Crédits budgétaires;PSRUE;;PSR Union européeenne;PSR-UE;PSR-UE;;;PSR-UE;PSR-UE;;;;;;;NC;;;;PSR-UE;22276393818.24;23098097974.0;28781025011.0;
Crédits budgétaires;Enseignement scolaire;214;Soutien de la politique de l'éducation nationale;T2_CAS;T2 - contribution au CAS;;;T2_CAS;T2 - contribution au CAS;0;0;0;0;0;0;Neutre;;;;Éducation;-525587049.22;-574218637.0;-603523287.0;
Taxes affectées plafonnées;Justice;310;Conduite et pilotage de la politique de la justice;;;Agence de gestion et de recouvrement des avoirs saisis et confisqués (AGRASC);;AFF43-TA62;Produits des avoirs confisqués;0;0;0;0;0;0;Neutre;;;;Régalien;9900000.0;9900000.0;9900000.0;
Dépenses fiscales;Outre-mer;123;Conditions de vie outre-mer;;;;Taxe sur la valeur ajoutée;710110;Taux de 2,10 % applicable à certaines opérations relatives au logement social outre-mer qui sont éligibles soit aux prêts locatifs sociaux, soit au crédit d’impôt sur les sociétés en faveur de l’investissement dans les logements neufs outre-mer;0;0;0;0;0;0;Neutre;0.8;0.8;0.8;Dépenses fiscales;16800000.0;16000000.0;18400000.0;
Dépenses fiscales;Engagements financiers de l'État;145;Épargne;;;;Impôt sur le revenu;140104;Exonération des intérêts des livrets de développement durable - part favorable 35%;3;2;0;0;0;0;Favorable;0.35;0.35;0.35;Bâtiments;134400000.0;149450000.0;114100000.0;
Dépenses fiscales;Cohésion des territoires;112;Impulsion et coordination de la politique d'aménagement du territoire;;;;Impôts locaux;40101;Exonération en faveur des entreprises réalisant certaines opérations en ZRR pouvant ouvrir droit à une exonération de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;1000000.0;1000000.0;1000000.0;
Dépenses fiscales;Travail, emploi et administration des ministères sociaux;111;Amélioration de la qualité de l'emploi et des relations du travail;;;;Impôt sur les sociétés;300109;Exonération des syndicats professionnels et de leurs unions pour leurs activités portant sur l'étude et la défense des droits et des intérêts collectifs matériels ou moraux de leurs membres ou des personnes qu'ils représentent;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;;;;ε
Dépenses fiscales;Économie;134;Développement des entreprises et régulations;;;;Accise sur les énergies;820206;Tarif réduit pour l’électricité consommée par les centres de stockage de données numériques performants sur le plan énergétique;;;;;;;NC;;;;Dépenses fiscales;31000000.0;48000000.0;28000000.0;
Dépenses fiscales;Cohésion des territoires;135;Urbanisme, territoires et amélioration de l'habitat;;;;Impôt sur le revenu;150210;Abattement exceptionnel de 70% ou de 85% applicable, sous conditions, aux plus-values de cessions d'immeubles bâtis destinés à la démolition, en vue de la construction de logements, situés dans le périmètre d’une opération de revitalisation du territoire (ORT) ou d’une grande opération d’urbanisme (GOU), réalisées du 1er janvier 2021 au 31 décembre 2025;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;;;;nc
Dépenses fiscales;Cohésion des territoires;112;Impulsion et coordination de la politique d'aménagement du territoire;;;;Droits d'enregistrement et de timbre;520123;Exonération de droits de succession sur les immeubles non bâtis ou les droits portant sur ces immeubles, de faible valeur et indivis au sein d'une parcelle cadastrale, pour lesquels le droit de propriété du défunt n'a pas été constaté avant son décès, sous condition de reconstitution des titres de propriété;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;;;;nc
Dépenses fiscales;Anciens combattants, mémoire et liens avec la nation;169;Liens entre la Nation et son armée;;;;Droits d'enregistrement et de timbre;520302;Réduction de droits en raison de la qualité du donataire ou de l'héritier (mutilé, etc.);0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;;;;ε
Dépenses fiscales;Médias, livre et industries culturelles;180;Presse et médias;;;;Taxe sur la valeur ajoutée;730233;Taux de 10 % applicable aux abonnements souscrits pour recevoir des services de télévision;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;155000000.0;155000000.0;175000000.0;
Dépenses fiscales;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;;;;Autres droits;930102;Exonération pour les véhicules de collection;-1;0;0;0;-1;0;Défavorable;;;;Transports;;;;
Dépenses fiscales;Sport, jeunesse et vie associative;219;Sport;;;;Impôt sur le revenu et impôt sur les sociétés;230607;Exonération des bénéfices réalisés en France et des revenus de source française perçus par des organismes chargés de l'organisation en France d'une compétition sportive internationale et de leurs filiales, directement liés à l'organisation de la compétition sportive internationale.;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;16000000.0;11000000.0;;
Crédits budgétaires;Travail, emploi et administration des ministères sociaux;102;Accès et retour à l'emploi;102-02;Structures de mise en oeuvre de la politique de l'emploi;;;102-02-01;Financement du service public de l'emploi;0;0;0;0;0;0;Neutre;;;;Politiques de l'emploi;2007928210.2299998;1980722687.0;1852847560.0;
Crédits budgétaires;Immigration, asile et intégration;104;Intégration et accès à la nationalité française;104-12;Intégration des étrangers primo-arrivants;;;104-12;Intégration des étrangers primo-arrivants;0;0;0;0;0;0;Neutre;;;;Régalien;112680282.04999998;95400000.0;97260000.0;
Crédits budgétaires;Action extérieure de l'État;105;Action de la France en Europe et dans le monde;105-08;"Dépenses de personnels concourant au programme ""Solidarité à l'égard des pays en développement""";;;105-08;"Dépenses de personnels concourant au programme ""Solidarité à l'égard des pays en développement""";0;0;0;0;0;0;Neutre;;;;Régalien;;172043247.0;178790737.0;
Crédits budgétaires;Aide publique au développement;110;Aide économique et financière au développement;110-01;Aide économique et financière multilatérale;;;110-01-24;Fonds asiatique de développement  - part climat;3;3;3;3;3;3;Favorable;;;;Action extérieure;4967898.104400001;4167146.1999999997;4127531.66;
Crédits budgétaires;Engagements financiers de l'État;114;Appels en garantie de l'État (crédits évaluatifs);114-01;Agriculture et environnement;;;114-01;Agriculture et environnement;0;0;0;0;0;0;Neutre;;;;Neutre - autres;;100000.0;200000.0;
Crédits budgétaires;Solidarité, insertion et égalité des chances;124;Conduite et soutien des politiques sanitaires et sociales;124-21;Personnels mettant en œuvre les politiques de la ville, du logement et de l'hébergement;;;124-21;Personnels mettant en œuvre les politiques de la ville, du logement et de l'hébergement;0;0;0;0;0;0;Neutre;;;;Transferts sociaux, politiques sociales et de santé;54352490.1;;;
Crédits budgétaires;Défense;146;Équipement des forces;146-07;Commandement et maîtrise de l'information;;;146-07-62;Renseigner, surveiller, acquérir et reconnaître - Drones aériens;0;0;0;0;0;0;Neutre;;;;Régalien;271455128.56;237973051.0;353427624.0;
Crédits budgétaires;Défense;146;Équipement des forces;146-07;Commandement et maîtrise de l'information;;;146-07-68;Renseigner, surveiller, acquérir - Autres opérations;0;0;0;0;0;0;Neutre;;;;Régalien;56515380.940000005;53690854.0;11274718.0;
